sofifa_id,long_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,skill_moves,work_rate,body_type,player_tags,team_position
142979,Juan Leandro Quiroga,32,179,78,Argentina,Gimnasia y Esgrima La Plata,64,64,0,0,Left,2,Medium/Medium,Normal,,LB
142998,Cristian Fernando Muñoz Hoffman,36,177,73,Argentina,CD Universidad de Concepción,64,64,0,0,Right,1,Medium/Medium,Normal,,GK
143609,Luciano Germán Vella,33,174,72,Argentina,Defensa y Justicia,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
143740,Aykut Erçetin,31,187,80,Turkey,Çaykur Rizespor,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
144435,Jon Inge Høiland,36,187,82,Norway,Stabæk Fotball,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
144979,Marcus Sahlman,29,197,90,Sweden,IFK Norrköping,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
145591,Miguel Ángel Llera Garzón,34,193,93,Spain,Scunthorpe United,64,64,0,0,Left,2,Medium/Medium,Normal,,RCB
146700,Enric Pi Solá,31,189,72,Spain,UE Llagostera,64,64,0,0,Right,3,High/Medium,Normal,,LM
146762,Cristian Bustos Costa,31,175,75,Spain,RCD Mallorca,64,64,0,0,Right,2,Medium/High,Stocky,,SUB
147239,Ivan Ershov,35,172,70,Russia,Arsenal Tula,64,64,0,0,Right,2,Medium/Medium,Lean,,RB
148137,Ruslan Nakhushev,29,184,78,Russia,Mordovia Saransk,64,64,0,0,Left,2,Low/Medium,Normal,,RB
148180,Dmitri Aleksandrovich Smirnov,33,195,87,Russia,Arsenal Tula,64,64,0,0,Right,2,Medium/High,Normal,,SUB
148478,Bartosz Ślusarski,32,186,84,Poland,GKS Bełchatów,64,64,0,0,Left,3,High/Low,Normal,,SUB
148697,Martin Wiig,30,184,85,Norway,Sarpsborg 08 FF,64,64,0,0,Right,3,Medium/Medium,Normal,,ST
149258,Alex Cordaz,31,188,83,Italy,Parma,64,64,0,0,Left,1,Medium/Medium,Normal,,SUB
149270,Carl Valeri,29,177,71,Australia,Melbourne Victory,64,64,0,0,Right,2,Medium/Medium,Normal,,RDM
152038,Johan Absalonsen,28,178,75,Denmark,SønderjyskE,64,64,0,0,Left,3,High/Medium,Normal,,SUB
152507,George Elokobi,28,180,96,Cameroon,Oldham Athletic,64,64,0,0,Left,2,Medium/Medium,Stocky,#Strength,LCB
152594,Tomasz Sokolowski,29,184,82,Norway,Stabæk Fotball,64,64,0,0,Right,3,High/High,Normal,,LDM
152870,Felipe  Patavino Saad,30,187,83,Brazil,Stade Malherbe Caen,64,64,0,0,Left,2,Low/Medium,Lean,,SUB
152893,Troy Perkins,32,183,83,United States,Montreal Impact,64,64,0,0,Right,1,Medium/Medium,Normal,,GK
153093,Leandro Damián Benítez,33,180,80,Argentina,Estudiantes de La Plata,64,64,0,0,Left,3,Medium/Medium,Normal,,RES
153100,Stuart Nelson,32,187,84,England,Gillingham,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
154216,Denis Tumasyan,29,185,82,Russia,FC Ufa,64,64,0,0,Right,2,Medium/Medium,Stocky,,RCB
155018,Rob Jones,34,200,77,England,Doncaster Rovers,64,64,0,0,Left,2,Medium/Medium,Lean,"#Aerial Threat, #Strength",SUB
155334,강민수 康敏寿,28,186,76,Korea Republic,Sangju Sangmu FC,64,64,0,0,Right,2,High/High,Lean,,LCB
155339,황지수 黄智秀,33,175,72,Korea Republic,Pohang Steelers,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
155352,김승용 金胜永,29,180,74,Korea Republic,Central Coast Mariners,64,64,0,0,Right,3,High/Medium,Normal,,CAM
155525,Anders Kure Vidkjær,28,187,81,Denmark,FC Vestsjælland,64,64,0,0,Left,2,Medium/Medium,Normal,,SUB
155724,Darren Ambrose,30,183,78,England,Ipswich Town,64,64,0,0,Right,3,High/Medium,Lean,,SUB
155808,Christian Gratzei,32,186,82,Austria,SK Sturm Graz,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
155937,Adrian Madaschi,31,187,79,Australia,Newcastle Jets,64,64,0,0,Left,2,Medium/Medium,Normal,,LCB
155977,Gary MacKenzie,28,191,86,Scotland,Blackpool,64,64,0,0,Right,2,Medium/Medium,Normal,#Strength,SUB
156301,Will Hoskins,28,178,78,England,Oxford United,64,64,0,0,Right,3,High/Medium,Normal,,SUB
156464,Richard Wood,28,191,88,England,Rotherham United,64,64,0,0,Left,2,Medium/High,Normal,,SUB
156484,Alexandro Álvarez Olivares,37,183,83,Mexico,Monarcas Morelia,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
156500,José Antonio Olvera De Los Santos,28,173,63,Mexico,Monarcas Morelia,64,64,0,0,Left,2,Medium/Medium,Normal,,LB
156507,Edmundo Iván Vázquez Mellado Pérez,31,182,80,Mexico,Leones Negros de la UdeG,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
156600,Piotr Ćwielong,28,171,65,Poland,VfL Bochum 1848,64,64,0,0,Right,3,Medium/Medium,Normal,,SUB
156653,Rick Kruijs,28,177,72,Netherlands,Excelsior,64,64,0,0,Right,2,Medium/Medium,Normal,,CDM
156664,David Norris,33,170,73,England,Leeds United,64,64,0,0,Right,3,High/High,Stocky,,SUB
156704,Robert Tobias Eriksson,29,178,70,Sweden,Kalmar FF,64,64,0,0,Right,2,High/Medium,Normal,,RCM
156771,Juan Carlos De La Barrera Lara,31,184,86,Mexico,Puebla FC,64,64,0,0,Right,2,Medium/High,Stocky,#Strength,RES
156920,Olivier Werner,29,193,96,Belgium,KSV Cercle Brugge,64,64,0,0,Right,1,Medium/Medium,Normal,,GK
157031,Luis Ricardo Esqueda Ornelas,33,174,77,Mexico,Puebla FC,64,64,0,0,Left,2,Medium/Medium,Normal,,LB
157495,Giuseppe Rossini,27,193,84,Italy,Sporting de Charleroi,64,64,0,0,Right,2,Medium/Low,Normal,#Strength,ST
157706,Sören Pirson,28,191,89,Germany,FSV Frankfurt,64,64,0,0,Left,1,Medium/Medium,Normal,,SUB
157787,Angelo Rea,32,185,74,Italy,Varese,64,64,0,0,Right,2,Medium/Medium,Normal,,RCB
157797,Luca Ceccarelli,31,186,79,Italy,Spezia,64,64,0,0,Right,2,Medium/High,Normal,,LCB
157954,Nuno Miguel Torres Piloto Albuquerque,32,178,73,Portugal,Associação Académica de Coimbra,64,64,0,0,Right,3,Medium/Medium,Normal,,RDM
158111,Yohann Rivière,29,185,81,France,Dijon FCO,64,64,0,0,Left,2,Medium/Medium,Normal,,ST
158627,Nicolas Fauvergue,29,193,88,France,AC Ajaccio,64,64,0,0,Right,2,High/Medium,Normal,,ST
158718,Roberto Colombo,38,190,80,Italy,Napoli,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
158788,Juan Manuel Cobo Gálvez,29,180,80,Argentina,Club Olimpo,64,64,0,0,Right,2,Medium/High,Normal,,SUB
158877,Diego Gómez,30,164,68,Argentina,Angers SCO,64,64,0,0,Right,3,Medium/Medium,Stocky,,SUB
158996,Ciro Polito,35,183,78,Italy,Sassuolo,64,64,0,0,Right,1,Medium/Medium,Normal,,RES
159579,Andreu Guerao Mayoral,31,179,65,Spain,Racing Santander,64,64,0,0,Right,3,Medium/Medium,Lean,,LDM
159599,Scott Wiseman,28,183,72,Gibraltar,Preston North End,64,64,0,0,Right,2,High/Medium,Normal,,SUB
160615,Seweryn Gancarczyk,32,181,80,Poland,Górnik Zabrze,64,64,0,0,Left,2,Medium/Medium,Normal,,SUB
160642,Sergey Veremko,31,190,90,Belarus,FC Ufa,64,64,0,0,Left,1,Medium/Medium,Normal,,GK
161841,Justin Hoyte,29,180,68,Trinidad & Tobago,Millwall,64,64,0,0,Right,2,Medium/Low,Lean,,RES
162043,Christian Martínez Cedillo,34,182,84,Mexico,Club León,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
162414,Sebastián Ariel Penco,30,183,82,Argentina,Independiente,64,64,0,0,Right,2,Medium/Medium,Normal,,RES
162814,Hakan Aslantaş,28,181,73,Germany,Gençlerbirliği SK,64,64,0,0,Right,2,Medium/High,Normal,,RB
162889,Lasse Heinze,28,184,78,Denmark,FC Midtjylland,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
163145,Kelvin Langmead,29,185,85,England,Northampton Town,64,64,0,0,Right,2,Medium/High,Stocky,#Strength,SUB
163425,Erwan Quintin,30,180,76,France,AC Arles Avignon,64,64,0,0,Left,2,Medium/Medium,Normal,,LB
163627,Chris Brown,29,191,85,England,Blackburn Rovers,64,64,0,0,Right,2,High/High,Stocky,,SUB
163749,Ismael Valadéz Arce,28,175,70,Mexico,Cruz Azul,64,64,0,0,Left,3,Medium/Medium,Lean,,SUB
163810,Robert Almer,30,194,85,Austria,Hannover 96,64,64,0,0,Left,1,Medium/Medium,Normal,,SUB
164417,James O'Connor,29,178,79,England,Walsall,64,64,0,0,Right,2,Medium/Medium,Normal,,RB
164542,Alan Gordon,32,191,88,United States,LA Galaxy,64,64,0,0,Right,2,High/Medium,Normal,,LS
164572,Gonzalo Segares González,31,180,77,Costa Rica,Chicago Fire,64,64,0,0,Left,2,High/Medium,Lean,,LB
164579,Robert Braber,31,193,76,Netherlands,Willem II,64,64,0,0,Right,2,Medium/High,Lean,,SUB
164587,Dan Gargan,31,180,79,United States,LA Galaxy,64,64,0,0,Right,2,Medium/High,Normal,,SUB
164645,Stephen Dawson,28,183,71,Republic of Ireland,Rochdale,64,64,0,0,Right,2,Medium/Medium,Normal,,RM
164907,Jacobo Marían Ynclán Pajares,30,181,75,Spain,Wolfsberger AC,64,64,0,0,Left,4,High/Medium,Lean,,LM
164957,Paulo Roberto Corradi Nagamura,31,173,70,Brazil,Sporting Kansas City,64,64,0,0,Right,3,Medium/High,Lean,,LCM
165010,Bartosz Iwan,30,187,74,Poland,Górnik Zabrze,64,64,0,0,Right,2,High/Low,Lean,,SUB
165033,Paweł Golański,31,183,77,Poland,Korona Kielce,64,64,0,0,Right,2,High/High,Normal,,RB
165070,Mateusz Bąk,31,186,85,Poland,Lechia Gdańsk,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
165894,양동현 梁东炫,28,186,80,Korea Republic,Ulsan Hyundai FC,64,64,0,0,Right,2,Medium/Low,Normal,,LS
166146,Shpëtim Hasani,31,183,84,Kosovo,Górnik Łęczna,64,64,0,0,Right,3,High/Medium,Normal,,SUB
166406,Zach Scott,33,180,79,United States,Seattle Sounders FC,64,64,0,0,Right,2,Medium/Medium,Lean,,LCB
166851,Kári Árnason,31,190,86,Iceland,Rotherham United,64,64,0,0,Right,3,Medium/Medium,Normal,#Strength,LCB
167159,Steffen Hagen,28,185,80,Norway,Odds BK,64,64,0,0,Right,2,Medium/Medium,Normal,,LCB
168869,Hamad Al Montashari,32,180,72,Saudi Arabia,Al Ittihad,64,64,0,0,Left,2,Medium/Medium,Lean,,SUB
169043,Tomislav Mikulić,32,186,82,Croatia,Cracovia,64,64,0,0,Left,2,Medium/Medium,Normal,,RCB
169389,Alan Sheehan,27,180,71,Republic of Ireland,Bradford City,64,64,0,0,Left,2,High/Medium,Normal,,SUB
169604,Tommy Lee,28,188,77,England,Chesterfield,64,64,0,0,Right,1,Medium/Medium,Normal,,GK
169619,Gary Liddle,28,185,79,England,Bradford City,64,64,0,0,Right,2,Medium/Medium,Normal,,CDM
169780,Javier Orlando Yacuzzi,34,170,70,Argentina,Defensa y Justicia,64,64,0,0,Left,3,Medium/Medium,Normal,,SUB
169892,Kostyantyn Yaroshenko,27,177,71,Ukraine,FC Ural Yekaterinburg,64,64,0,0,Right,3,High/Medium,Lean,,SUB
170494,Bjorn Ruytinx,33,183,85,Belgium,KV Oostende,64,64,0,0,Right,2,High/High,Stocky,#Strength,SUB
170941,Javier Moyano Lujano,28,178,72,Spain,CD Tenerife,64,64,0,0,Right,3,Medium/Medium,Normal,,RB
171063,Víctor Manuel Espasandín Facal,29,179,75,Spain,CE Sabadell FC,64,64,0,0,Left,2,Medium/High,Normal,,LB
171330,Mehdi Tewfik Taouil,31,170,70,Morocco,Sivasspor,64,64,0,0,Right,4,High/Medium,Normal,,CAM
171374,Juan de Dios Hernández,28,172,62,Mexico,Club Atlas,64,64,0,0,Right,3,Medium/Medium,Lean,,SUB
171391,Enrique Eduardo Palos Reyes,28,190,85,Mexico,Tigres U.A.N.L.,64,64,0,0,Left,1,Medium/Medium,Normal,,SUB
171399,Jonathan López Pérez,33,182,81,Spain,Getafe CF,64,64,0,0,Right,1,Medium/Medium,Stocky,,RES
171721,Romano Perticone,27,183,78,Italy,Empoli,64,64,0,0,Right,2,Medium/Medium,Normal,,RES
172002,Piotr Wiśniewski,31,177,74,Poland,Lechia Gdańsk,64,64,0,0,Right,3,Medium/Medium,Normal,,SUB
172122,Adam Moffat,28,182,74,Scotland,FC Dallas,64,64,0,0,Right,3,Medium/High,Lean,,SUB
172142,Bo Storm,27,171,67,Denmark,SønderjyskE,64,64,0,0,Left,2,Medium/Medium,Normal,,SUB
172547,Berat Sadik,27,192,88,Finland,FC Thun,64,64,0,0,Right,3,Medium/Medium,Normal,,ST
172944,Giles Coke,28,183,79,England,Sheffield Wednesday,64,64,0,0,Right,3,High/High,Lean,#Engine,LCM
173361,Jeff Hughes,29,183,78,Northern Ireland,Fleetwood Town,64,64,0,0,Left,3,Medium/Medium,Lean,,SUB
173671,Kyle John McFadzean,27,185,85,England,Milton Keynes Dons,64,64,0,0,Right,2,Medium/High,Stocky,,RCB
175911,Karim Belhocine,36,187,83,France,KAA Gent,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
176037,Hugo Rogério Ferreira Monteiro,29,176,71,Portugal,FC Arouca,64,64,0,0,Right,3,Medium/Medium,Normal,,SUB
176392,박희철 朴熙哲,28,179,70,Korea Republic,Pohang Steelers,64,64,0,0,Right,2,Medium/High,Normal,,SUB
176431,Benjamin Fuchs,30,180,74,Austria,Atiker Konyaspor,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
176538,Hugo Emilio Soto Miranda,30,179,73,Colombia,Deportivo Pasto,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
177131,Kamil Zayatte,29,191,87,Guinea,Sheffield Wednesday,64,64,0,0,Right,2,Medium/High,Normal,,SUB
177401,Pablo Domingo Cáceres Rodríguez,29,179,75,Uruguay,Club Atlético Tigre,64,64,0,0,Left,2,Medium/Medium,Normal,,LB
177414,Tom Pope,28,190,86,England,Port Vale,64,64,0,0,Right,2,High/Medium,Normal,,ST
177549,Dominic Oduro,28,183,72,Ghana,Toronto FC,64,64,0,0,Right,3,High/Low,Lean,"#Speedster, #Acrobat",RM
177568,Alexandre Raineau,28,178,71,France,Stade Malherbe Caen,64,64,0,0,Left,2,High/Medium,Normal,,SUB
177572,Sepp De Roover,29,180,75,Belgium,NAC Breda,64,64,0,0,Right,2,High/Medium,Normal,,SUB
177646,Ernesto Gómez Gómez,29,179,73,Spain,CD Lugo,64,64,0,0,Left,2,Medium/Low,Normal,,SUB
177696,Edy Germán Brambila Rosales,28,172,68,Mexico,Club Atlas,64,64,0,0,Right,3,High/Medium,Normal,,RW
177979,Thiago Maier dos Santos,27,192,83,Brazil,Associação Académica de Coimbra,64,64,0,0,Left,3,Medium/Low,Stocky,#Strength,SUB
178006,Jean-Baptiste Pierazzi,29,185,74,France,San Jose Earthquakes,64,64,0,0,Right,2,Medium/Medium,Lean,,CDM
178009,Hrvoje Čale,29,183,77,Croatia,Waasland-Beveren,64,64,0,0,Left,2,Medium/Medium,Normal,,SUB
178077,Mehmet Uslu,26,176,67,Turkey,Atiker Konyaspor,64,64,0,0,Left,2,High/Medium,Normal,,LB
178141,Jonathan Wilmet,28,180,76,Belgium,KV Oostende,64,64,0,0,Right,3,High/Low,Lean,,SUB
178419,Nicolás Arnaldo Núñez Rojas,29,175,69,Chile,CD Huachipato,64,64,0,0,Right,3,Medium/Medium,Normal,,SUB
178421,César Alexis Cortés Pinto,30,179,70,Chile,Universidad de Chile,64,64,0,0,Left,2,Medium/Medium,Normal,,RES
178449,Ivano Baldanzeddu,28,182,73,Italy,Virtus Entella,64,64,0,0,Right,2,Medium/Medium,Normal,,RB
178578,Ione Agonay Jiménez Cabrera,28,187,80,Spain,SV Grödig,64,64,0,0,Right,2,Medium/Medium,Normal,,RCB
179575,Per Verner Vågan Rønning,31,193,85,Norway,Rosenborg BK,64,64,0,0,Left,2,Medium/Medium,Normal,,SUB
179692,Charlie Davies,28,178,76,United States,New England Revolution,64,64,0,0,Right,3,Medium/Medium,Normal,,ST
179702,Bakary Soumaré,28,193,93,Mali,Chicago Fire,64,64,0,0,Right,2,Medium/Medium,Normal,#Strength,LCB
179911,Robbie Findley,28,175,75,United States,Real Salt Lake,64,64,0,0,Right,3,Medium/Medium,Normal,#Speedster,LS
179924,Simon Gillett,28,171,70,England,Yeovil Town,64,64,0,0,Right,2,Medium/High,Normal,,SUB
180178,Helbert Frederico Carreiro Da Silva,34,173,66,Brazil,Philadelphia Union,64,64,0,0,Right,3,Medium/Medium,Normal,,CAM
180400,José Isidoro Gómez Torres,27,180,71,Spain,CD Numancia,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
180693,Waleed Khalid Abd Rabo Al Gizani,33,180,69,Saudi Arabia,Al Orobah,64,64,0,0,Right,2,High/Low,Normal,,SUB
180816,Milan Ivana,30,172,73,Slovakia,SV Darmstadt 98,64,64,0,0,Right,3,High/Medium,Normal,,SUB
181001,Brad Knighton,29,187,82,United States,New England Revolution,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
181013,Nordin Gerzić,30,175,76,Sweden,Örebro SK,64,64,0,0,Right,3,Medium/Medium,Normal,,RCM
181023,Blagoja Celeski,28,175,74,Australia,Newcastle Jets,64,64,0,0,Right,3,High/Medium,Normal,,RCM
181472,John Hutchinson,34,179,78,Malta,Central Coast Mariners,64,64,0,0,Left,2,Medium/Medium,Normal,,LDM
181492,Robert Cornthwaite,28,197,90,Australia,Jeonnam Dragons,64,64,0,0,Right,2,Medium/Medium,Normal,#Strength,SUB
181792,Emil Johansson,27,170,64,Sweden,Sandnes Ulf,64,64,0,0,Left,2,High/Medium,Normal,,SUB
182054,Pavel Londak,34,191,88,Estonia,FK Bodø/Glimt,64,64,0,0,Right,1,Medium/Medium,Lean,,GK
182164,André Schembri,28,178,73,Malta,FSV Frankfurt,64,64,0,0,Right,2,High/Low,Normal,,LM
182201,Josta Dladla,34,179,72,South Africa,Kaizer Chiefs,64,64,0,0,Right,3,Medium/Medium,Normal,,SUB
182260,Juan Carlos Rojas,30,172,68,Mexico,Jaguares de Chiapas,64,64,0,0,Right,2,High/Medium,Normal,,SUB
182761,Adam Legzdins,27,193,78,England,Leyton Orient,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
182818,Samuel Bouhours,27,182,75,France,Tours FC,64,64,0,0,Left,2,Medium/Medium,Normal,,LB
182844,Rafał Grzyb,31,175,72,Poland,Jagiellonia Białystok,64,64,0,0,Right,2,Medium/High,Normal,,LDM
182867,Óscar Bagui,31,172,66,Ecuador,Ecuador,64,64,0,0,Left,2,Medium/High,Lean,,
183122,Birkir Sævarsson,29,187,71,Iceland,SK Brann,64,64,0,0,Right,2,High/Medium,Lean,,RB
183188,Marcello Gazzola,29,183,78,Italy,Sassuolo,64,64,0,0,Right,2,High/Medium,Normal,,SUB
183289,Simon Tüting,27,188,84,Germany,SV Sandhausen,64,64,0,0,Left,2,Medium/Medium,Lean,,SUB
183646,Martin Kobras,28,182,80,Austria,SCR Altach,64,64,0,0,Right,1,Medium/Medium,Normal,,GK
184398,Víctor Hugo Hernández Oropeza,28,183,82,Mexico,Querétaro,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
184761,Stefano Ferrario,29,191,83,Italy,SS Virtus Lanciano,64,64,0,0,Right,2,Low/High,Lean,,LCB
185009,Filip Lukšík,29,186,79,Slovakia,FC Erzgebirge Aue,64,64,0,0,Left,2,Medium/Medium,Lean,,LB
186122,Byron Webster,27,191,88,England,Millwall,64,64,0,0,Right,2,Medium/Medium,Normal,#Strength,RCB
186882,Pāvels Šteinbors,28,192,92,Latvia,Górnik Zabrze,64,64,0,0,Right,1,Medium/Medium,Normal,,GK
187176,이윤표 李云彪,29,184,79,Korea Republic,Incheon United FC,64,64,0,0,Right,2,Low/High,Normal,,LCB
187239,Pablo Gabriel Torres,30,170,72,Argentina,Cruz Azul,64,64,0,0,Right,3,Medium/Low,Stocky,,SUB
187245,안재준 安宰俊,28,186,79,Korea Republic,Incheon United FC,64,64,0,0,Right,2,Low/High,Lean,,RCB
187663,Juan Carlos Escobar Rodríguez,31,184,79,Colombia,Deportivo Pasto,64,64,0,0,Right,3,Medium/Medium,Normal,,SUB
187891,Alexis Patricio Norambuena Ruz,30,173,72,Palestine,GKS Bełchatów,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
188017,Alberto Pomini,33,185,83,Italy,Sassuolo,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
188131,Nemanja Rnić,29,179,73,Serbia,Wolfsberger AC,64,64,0,0,Right,2,Medium/Medium,Normal,,LCB
188954,Xavier Luissint,30,178,80,France,KV Oostende,64,64,0,0,Right,2,High/Medium,Normal,,SUB
188969,Emilio José Sánchez Fuentes,29,176,70,Spain,CD Mirandés,64,64,0,0,Right,3,High/Low,Normal,,LDM
189426,Vinícius Cunha Reche,30,175,73,Brazil,Jeonbuk Hyundai Motors,64,64,0,0,Left,3,High/Medium,Normal,,SUB
190184,Chris Tierney,28,183,81,United States,New England Revolution,64,64,0,0,Left,2,High/Medium,Normal,,SUB
190543,Matthew Tubbs,29,175,70,England,AFC Wimbledon,64,64,0,0,Right,3,High/Medium,Normal,,LS
190978,Lovel Palmer,29,179,73,Jamaica,Chicago Fire,64,64,0,0,Right,2,Medium/Medium,Normal,,RB
191482,Sayyaf Dhafar Al Bishi,34,178,69,Saudi Arabia,Al Shabab,64,64,0,0,Right,2,Medium/High,Lean,,RCB
191490,Abdulrahman Al Qahtani,31,177,74,Saudi Arabia,Al Fateh,64,64,0,0,Left,3,Medium/Medium,Normal,,SUB
191589,Alireza Haghighi,26,193,80,Iran,FC Penafiel,64,64,0,0,Left,1,Medium/Medium,Normal,,GK
191897,김영신 金永信,28,175,63,Korea Republic,Jeju United FC,64,64,0,0,Right,3,High/Low,Normal,"#Speedster, #Acrobat",SUB
192239,Ostoja Stjepanovikj,29,175,74,FYR Macedonia,Wisła Kraków,64,64,0,0,Right,2,Medium/Medium,Normal,,CDM
192276,Maksim Bordachev,28,190,83,Belarus,FC Rostov,64,64,0,0,Left,2,High/Medium,Normal,,SUB
192591,Igor Picuşciac,31,184,78,Moldova,Amkar Perm,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
193001,Riad Nouri,29,178,73,France,Nîmes Olympique,64,64,0,0,Right,3,High/Low,Normal,,RW
193369,Ernesto Galán Iñigo,28,181,76,Spain,Deportivo Alavés,64,64,0,0,Right,2,Low/Medium,Normal,,RB
193697,Vlastimir Jovanović,29,183,77,Bosnia Herzegovina,Korona Kielce,64,64,0,0,Right,2,Medium/High,Normal,,LDM
194704,Marvin Chávez,30,165,66,Honduras,Chivas USA,64,64,0,0,Left,3,High/Medium,Normal,,RM
194881,Breyner Bonilla Montaño,27,188,86,Colombia,Deportes Tolima,64,64,0,0,Right,2,Medium/Medium,Normal,#Strength,SUB
195905,Luis Alberto Gutiérrez,29,181,86,Bolivia,Bolivia,64,64,0,0,Right,2,Medium/Medium,Normal,,
196153,Iván Vélez,29,173,68,Colombia,Junior FC,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
196157,Pedro Portocarrero,37,190,82,Colombia,La Equidad,64,64,0,0,Right,2,Medium/Medium,Lean,,LCB
197950,Luis Fernando Mosquera Alomía,27,173,73,Colombia,Deportivo Cali,64,64,0,0,Right,3,Medium/Low,Normal,,RES
199107,Tilson Oswaldo Minda Suscal,30,183,78,Ecuador,Chivas USA,64,64,0,0,Right,2,Medium/Medium,Lean,,SUB
199291,Steven Paulle,28,187,82,France,Dijon FCO,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
199543,César Soriano Ferrero,31,179,73,Spain,CD Leganés,64,64,0,0,Left,2,Medium/Medium,Lean,,SUB
199560,Gaël Angoula,31,177,75,France,Angers SCO,64,64,0,0,Right,2,Low/High,Stocky,,SUB
200312,Tyrone Barnett,28,191,85,England,Oxford United,64,64,0,0,Right,2,High/Low,Lean,,ST
200546,Jerónimo Neumann,28,173,65,Argentina,Newcastle Jets,64,64,0,0,Right,2,Medium/Low,Normal,,SUB
201273,Goran Blažević,28,201,94,Croatia,Torpedo Moscow,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
201409,Eros Schiavon,31,178,74,Italy,Avellino,64,64,0,0,Right,2,Medium/Medium,Normal,,LCM
203543,Róbert Jež,32,178,72,Slovakia,Górnik Zabrze,64,64,0,0,Right,2,Medium/Low,Normal,,LF
203904,Yohan Betsch,27,185,81,France,Clermont Foot 63,64,64,0,0,Right,2,Medium/High,Normal,,CDM
203905,Alessandro Fabbro,33,187,89,Italy,Avellino,64,64,0,0,Right,2,Low/High,Normal,#Strength,CB
203927,Mehmet Akyüz,28,188,87,Turkey,Akhisar Belediyespor,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
204018,Félix de Jesús Araújo Razo,31,186,85,Mexico,Leones Negros de la UdeG,64,64,0,0,Right,2,Medium/Medium,Normal,,SUB
204022,Kaja Rogulj,28,188,86,Croatia,FC Luzern,64,64,0,0,Right,2,Medium/Medium,Normal,#Strength,SUB
204087,Pablo Infante Muñoz,34,175,70,Spain,SD Ponferradina,64,64,0,0,Right,3,High/Low,Lean,,LM
204406,Gabriel Eduardo Achilier Zurita,29,180,83,Ecuador,Ecuador,64,64,0,0,Right,2,Medium/Medium,Normal,,
204434,Hilario Bernardo Navarro,33,192,84,Argentina,Estudiantes de La Plata,64,64,0,0,Right,1,Medium/Medium,Lean,,SUB
206293,Apostol Popov,31,184,84,Bulgaria,Bulgaria,64,64,0,0,Right,2,Medium/Medium,Normal,,
206549,Evan Bush,28,186,84,United States,Montreal Impact,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
207596,Abdurahim Laajab,29,185,78,Norway,FK Bodø/Glimt,64,64,0,0,Left,3,Medium/Low,Normal,,ST
207981,Oleksandr Shevelyukhin,31,192,88,Ukraine,Górnik Zabrze,64,64,0,0,Left,2,Medium/Medium,Lean,,LCB
208245,Leandro Rodrigo Becerra,30,175,70,Argentina,Defensa y Justicia,64,64,0,0,Left,2,Medium/Medium,Normal,,SUB
208684,Christian Dobnik,27,181,80,Austria,Wolfsberger AC,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
209053,Fahad Mohammed Al Thunayyan,27,185,79,Saudi Arabia,Al Hilal,64,64,0,0,Left,1,Medium/Medium,Normal,,GK
209177,Tawfiq Buhumaid,28,179,60,Saudi Arabia,Al Fateh,64,64,0,0,Left,2,High/Low,Normal,,RES
209212,Farid Cheklam,29,192,83,Algeria,Najran SC,64,64,0,0,Right,2,High/Medium,Stocky,#Strength,LCB
209276,Faiz Hussain Al Sobea,31,190,80,Saudi Arabia,Al Hilal,64,64,0,0,Right,1,Medium/Medium,Normal,,RES
209457,Jairo Arrieta Obando,30,173,70,Costa Rica,Columbus Crew SC,64,64,0,0,Right,3,High/High,Normal,,SUB
211693,Tim Göhlert,29,190,82,Germany,1. FC Heidenheim 1846,64,64,0,0,Right,2,High/Medium,Normal,,RCB
212088,Mohamed Abdul Shafy Sayed Abouezeid,28,179,75,Egypt,Egypt,64,64,0,0,Left,2,Medium/Medium,Lean,,
